origin,dest,t
1695,1772,1970-01-02T11:49:20Z
1698,1731,1970-01-02T11:49:20Z
1711,1490,1970-01-02T11:49:20Z
1735,1761,1970-01-02T11:49:20Z
1796,1881,1970-01-02T11:49:20Z
1819,1913,1970-01-02T11:49:20Z
1847,1522,1970-01-02T11:49:20Z
1850,1868,1970-01-02T11:49:20Z
1892,1898,1970-01-02T11:49:20Z
1924,1478,1970-01-02T11:49:20Z
1552,1453,1970-01-02T11:49:20Z
1579,1592,1970-01-02T11:49:20Z
1670,1711,1970-01-02T11:49:20Z
1698,1441,1970-01-02T11:49:20Z
1717,1772,1970-01-02T11:49:20Z
1841,1919,1970-01-02T11:49:20Z
1847,1458,1970-01-02T11:49:20Z
1890,1525,1970-01-02T11:49:20Z
1575,1479,1970-01-02T11:49:20Z
1603,1880,1970-01-02T11:49:20Z
1703,1876,1970-01-02T11:49:20Z
1549,1890,1970-01-02T11:49:20Z
1549,1525,1970-01-02T11:49:20Z
1587,1883,1970-01-02T11:49:20Z
1673,1676,1970-01-02T11:49:20Z
1857,1441,1970-01-02T11:49:20Z
1877,1908,1970-01-02T11:49:20Z
1563,1688,1970-01-02T11:49:20Z
1617,1441,1970-01-02T11:49:20Z
1678,1841,1970-01-02T11:49:20Z
1727,1845,1970-01-02T11:49:20Z
1568,1659,1970-01-02T11:49:20Z
1731,1427,1970-01-02T11:49:20Z
1735,1465,1970-01-02T11:49:20Z
1551,1269,1970-01-02T11:49:20Z
1543,1831,1970-01-02T11:49:20Z
1543,1630,1970-01-02T11:49:20Z
1630,1831,1970-01-02T11:49:20Z
1572,1871,1970-01-02T11:49:20Z
1816,1823,1970-01-02T11:49:20Z
1657,1769,1970-01-02T11:49:20Z
1552,1453,1970-01-02T11:49:40Z
1574,1437,1970-01-02T11:49:40Z
1579,1592,1970-01-02T11:49:40Z
1579,1688,1970-01-02T11:49:40Z
1579,1717,1970-01-02T11:49:40Z
1592,1755,1970-01-02T11:49:40Z
1626,1665,1970-01-02T11:49:40Z
1670,1711,1970-01-02T11:49:40Z
1688,1740,1970-01-02T11:49:40Z
1698,1441,1970-01-02T11:49:40Z
1717,1772,1970-01-02T11:49:40Z
1717,1517,1970-01-02T11:49:40Z
1717,1755,1970-01-02T11:49:40Z
1772,1513,1970-01-02T11:49:40Z
1841,1919,1970-01-02T11:49:40Z
1847,1458,1970-01-02T11:49:40Z
1870,1452,1970-01-02T11:49:40Z
1890,1525,1970-01-02T11:49:40Z
1575,1479,1970-01-02T11:49:40Z
1592,1717,1970-01-02T11:49:40Z
1598,1667,1970-01-02T11:49:40Z
1603,1880,1970-01-02T11:49:40Z
1645,1756,1970-01-02T11:49:40Z
1679,1490,1970-01-02T11:49:40Z
1688,1517,1970-01-02T11:49:40Z
1703,1876,1970-01-02T11:49:40Z
1549,1890,1970-01-02T11:49:40Z
1549,1525,1970-01-02T11:49:40Z
1576,1493,1970-01-02T11:49:40Z
1587,1883,1970-01-02T11:49:40Z
1673,1676,1970-01-02T11:49:40Z
1857,1441,1970-01-02T11:49:40Z
1877,1908,1970-01-02T11:49:40Z
1563,1688,1970-01-02T11:49:40Z
1617,1441,1970-01-02T11:49:40Z
1678,1841,1970-01-02T11:49:40Z
1727,1845,1970-01-02T11:49:40Z
1568,1659,1970-01-02T11:49:40Z
1731,1427,1970-01-02T11:49:40Z
1735,1465,1970-01-02T11:49:40Z
1551,1269,1970-01-02T11:49:40Z
1543,1831,1970-01-02T11:49:40Z
1543,1630,1970-01-02T11:49:40Z
1630,1831,1970-01-02T11:49:40Z
1572,1871,1970-01-02T11:49:40Z
1816,1823,1970-01-02T11:49:40Z
1657,1769,1970-01-02T11:49:40Z
1543,1761,1970-01-02T11:50:00Z
1563,1717,1970-01-02T11:50:00Z
1575,1490,1970-01-02T11:50:00Z
1575,1479,1970-01-02T11:50:00Z
1579,1517,1970-01-02T11:50:00Z
1579,1847,1970-01-02T11:50:00Z
1592,1688,1970-01-02T11:50:00Z
1592,1717,1970-01-02T11:50:00Z
1598,1667,1970-01-02T11:50:00Z
1603,1880,1970-01-02T11:50:00Z
1603,1492,1970-01-02T11:50:00Z
1645,1458,1970-01-02T11:50:00Z
1645,1756,1970-01-02T11:50:00Z
1649,1699,1970-01-02T11:50:00Z
1676,1439,1970-01-02T11:50:00Z
1678,1492,1970-01-02T11:50:00Z
1679,1490,1970-01-02T11:50:00Z
1688,1517,1970-01-02T11:50:00Z
1688,1717,1970-01-02T11:50:00Z
1698,1522,1970-01-02T11:50:00Z
1698,1754,1970-01-02T11:50:00Z
1699,1845,1970-01-02T11:50:00Z
1699,1727,1970-01-02T11:50:00Z
1703,1876,1970-01-02T11:50:00Z
1707,1427,1970-01-02T11:50:00Z
1841,1492,1970-01-02T11:50:00Z
1880,1492,1970-01-02T11:50:00Z
1493,1495,1970-01-02T11:50:00Z
1549,1890,1970-01-02T11:50:00Z
1549,1525,1970-01-02T11:50:00Z
1576,1493,1970-01-02T11:50:00Z
1587,1883,1970-01-02T11:50:00Z
1648,1798,1970-01-02T11:50:00Z
1673,1676,1970-01-02T11:50:00Z
1796,1881,1970-01-02T11:50:00Z
1857,1441,1970-01-02T11:50:00Z
1877,1908,1970-01-02T11:50:00Z
1892,1898,1970-01-02T11:50:00Z
1924,1478,1970-01-02T11:50:00Z
1563,1688,1970-01-02T11:50:00Z
1617,1857,1970-01-02T11:50:00Z
1617,1441,1970-01-02T11:50:00Z
1678,1841,1970-01-02T11:50:00Z
1727,1845,1970-01-02T11:50:00Z
1673,1761,1970-01-02T11:50:00Z
1676,1761,1970-01-02T11:50:00Z
1568,1659,1970-01-02T11:50:00Z
1731,1427,1970-01-02T11:50:00Z
1735,1465,1970-01-02T11:50:00Z
1551,1269,1970-01-02T11:50:00Z
1543,1831,1970-01-02T11:50:00Z
1543,1630,1970-01-02T11:50:00Z
1630,1831,1970-01-02T11:50:00Z
1673,1439,1970-01-02T11:50:00Z
1572,1871,1970-01-02T11:50:00Z
1816,1823,1970-01-02T11:50:00Z
1657,1769,1970-01-02T11:50:00Z
1549,1890,1970-01-02T11:50:20Z
1549,1525,1970-01-02T11:50:20Z
1576,1493,1970-01-02T11:50:20Z
1587,1883,1970-01-02T11:50:20Z
1598,1643,1970-01-02T11:50:20Z
1626,1847,1970-01-02T11:50:20Z
1648,1798,1970-01-02T11:50:20Z
1664,1876,1970-01-02T11:50:20Z
1667,1847,1970-01-02T11:50:20Z
1673,1676,1970-01-02T11:50:20Z
1676,1495,1970-01-02T11:50:20Z
1704,1920,1970-01-02T11:50:20Z
1717,1772,1970-01-02T11:50:20Z
1796,1881,1970-01-02T11:50:20Z
1819,1479,1970-01-02T11:50:20Z
1857,1441,1970-01-02T11:50:20Z
1877,1908,1970-01-02T11:50:20Z
1892,1898,1970-01-02T11:50:20Z
1913,1479,1970-01-02T11:50:20Z
1924,1478,1970-01-02T11:50:20Z
1448,1451,1970-01-02T11:50:20Z
1492,1504,1970-01-02T11:50:20Z
1549,1755,1970-01-02T11:50:20Z
1563,1688,1970-01-02T11:50:20Z
1575,1679,1970-01-02T11:50:20Z
1617,1857,1970-01-02T11:50:20Z
1617,1441,1970-01-02T11:50:20Z
1678,1841,1970-01-02T11:50:20Z
1727,1845,1970-01-02T11:50:20Z
1884,1499,1970-01-02T11:50:20Z
1522,1524,1970-01-02T11:50:20Z
1673,1761,1970-01-02T11:50:20Z
1676,1761,1970-01-02T11:50:20Z
1568,1659,1970-01-02T11:50:20Z
1574,1437,1970-01-02T11:50:20Z
1582,1443,1970-01-02T11:50:20Z
1603,1522,1970-01-02T11:50:20Z
1603,1524,1970-01-02T11:50:20Z
1731,1427,1970-01-02T11:50:20Z
1735,1465,1970-01-02T11:50:20Z
1551,1269,1970-01-02T11:50:20Z
1543,1831,1970-01-02T11:50:20Z
1543,1630,1970-01-02T11:50:20Z
1630,1831,1970-01-02T11:50:20Z
1673,1439,1970-01-02T11:50:20Z
1755,1890,1970-01-02T11:50:20Z
1890,1525,1970-01-02T11:50:20Z
1850,1868,1970-01-02T11:50:20Z
1572,1871,1970-01-02T11:50:20Z
1755,1525,1970-01-02T11:50:20Z
1816,1823,1970-01-02T11:50:20Z
1657,1769,1970-01-02T11:50:20Z
1539,1855,1970-01-02T11:50:40Z
1546,1557,1970-01-02T11:50:40Z
1549,1755,1970-01-02T11:50:40Z
1563,1688,1970-01-02T11:50:40Z
1575,1679,1970-01-02T11:50:40Z
1595,1703,1970-01-02T11:50:40Z
1617,1857,1970-01-02T11:50:40Z
1617,1441,1970-01-02T11:50:40Z
1667,1850,1970-01-02T11:50:40Z
1672,1717,1970-01-02T11:50:40Z
1678,1841,1970-01-02T11:50:40Z
1678,1503,1970-01-02T11:50:40Z
1688,1455,1970-01-02T11:50:40Z
1721,1816,1970-01-02T11:50:40Z
1727,1845,1970-01-02T11:50:40Z
1884,1499,1970-01-02T11:50:40Z
1919,1504,1970-01-02T11:50:40Z
1492,1527,1970-01-02T11:50:40Z
1522,1524,1970-01-02T11:50:40Z
1552,1453,1970-01-02T11:50:40Z
1673,1761,1970-01-02T11:50:40Z
1676,1761,1970-01-02T11:50:40Z
1825,1874,1970-01-02T11:50:40Z
1568,1659,1970-01-02T11:50:40Z
1574,1437,1970-01-02T11:50:40Z
1582,1443,1970-01-02T11:50:40Z
1603,1522,1970-01-02T11:50:40Z
1603,1524,1970-01-02T11:50:40Z
1731,1427,1970-01-02T11:50:40Z
1735,1465,1970-01-02T11:50:40Z
1551,1269,1970-01-02T11:50:40Z
1543,1831,1970-01-02T11:50:40Z
1543,1630,1970-01-02T11:50:40Z
1630,1831,1970-01-02T11:50:40Z
1673,1439,1970-01-02T11:50:40Z
1755,1890,1970-01-02T11:50:40Z
1890,1525,1970-01-02T11:50:40Z
1850,1868,1970-01-02T11:50:40Z
1572,1871,1970-01-02T11:50:40Z
1755,1525,1970-01-02T11:50:40Z
1816,1823,1970-01-02T11:50:40Z
1657,1769,1970-01-02T11:50:40Z
1543,1706,1970-01-02T11:51:00Z
1543,1439,1970-01-02T11:51:00Z
1552,1453,1970-01-02T11:51:00Z
1572,1592,1970-01-02T11:51:00Z
1617,1876,1970-01-02T11:51:00Z
1669,1754,1970-01-02T11:51:00Z
1673,1761,1970-01-02T11:51:00Z
1676,1761,1970-01-02T11:51:00Z
1688,1868,1970-01-02T11:51:00Z
1756,1458,1970-01-02T11:51:00Z
1798,1885,1970-01-02T11:51:00Z
1825,1874,1970-01-02T11:51:00Z
1898,1479,1970-01-02T11:51:00Z
1920,1453,1970-01-02T11:51:00Z
1568,1659,1970-01-02T11:51:00Z
1574,1437,1970-01-02T11:51:00Z
1582,1443,1970-01-02T11:51:00Z
1603,1522,1970-01-02T11:51:00Z
1603,1524,1970-01-02T11:51:00Z
1731,1427,1970-01-02T11:51:00Z
1735,1465,1970-01-02T11:51:00Z
1857,1441,1970-01-02T11:51:00Z
1551,1269,1970-01-02T11:51:00Z
1645,1458,1970-01-02T11:51:00Z
1543,1831,1970-01-02T11:51:00Z
1543,1630,1970-01-02T11:51:00Z
1630,1831,1970-01-02T11:51:00Z
1673,1676,1970-01-02T11:51:00Z
1673,1439,1970-01-02T11:51:00Z
1755,1890,1970-01-02T11:51:00Z
1890,1525,1970-01-02T11:51:00Z
1850,1868,1970-01-02T11:51:00Z
1572,1871,1970-01-02T11:51:00Z
1755,1525,1970-01-02T11:51:00Z
1676,1439,1970-01-02T11:51:00Z
1587,1883,1970-01-02T11:51:00Z
1816,1823,1970-01-02T11:51:00Z
1598,1711,1970-01-02T11:51:00Z
1657,1769,1970-01-02T11:51:00Z
1556,1921,1970-01-02T11:51:20Z
1563,1578,1970-01-02T11:51:20Z
1568,1659,1970-01-02T11:51:20Z
1574,1437,1970-01-02T11:51:20Z
1582,1443,1970-01-02T11:51:20Z
1592,1855,1970-01-02T11:51:20Z
1592,1455,1970-01-02T11:51:20Z
1603,1876,1970-01-02T11:51:20Z
1603,1522,1970-01-02T11:51:20Z
1603,1524,1970-01-02T11:51:20Z
1617,1441,1970-01-02T11:51:20Z
1671,1767,1970-01-02T11:51:20Z
1721,1816,1970-01-02T11:51:20Z
1727,1845,1970-01-02T11:51:20Z
1731,1427,1970-01-02T11:51:20Z
1735,1465,1970-01-02T11:51:20Z
1783,1791,1970-01-02T11:51:20Z
1796,1816,1970-01-02T11:51:20Z
1825,1890,1970-01-02T11:51:20Z
1857,1441,1970-01-02T11:51:20Z
1871,1490,1970-01-02T11:51:20Z
1871,1479,1970-01-02T11:51:20Z
1499,1519,1970-01-02T11:51:20Z
1551,1269,1970-01-02T11:51:20Z
1645,1458,1970-01-02T11:51:20Z
1819,1913,1970-01-02T11:51:20Z
1884,1499,1970-01-02T11:51:20Z
1543,1831,1970-01-02T11:51:20Z
1543,1630,1970-01-02T11:51:20Z
1630,1831,1970-01-02T11:51:20Z
1673,1676,1970-01-02T11:51:20Z
1673,1439,1970-01-02T11:51:20Z
1755,1890,1970-01-02T11:51:20Z
1890,1525,1970-01-02T11:51:20Z
1850,1868,1970-01-02T11:51:20Z
1572,1871,1970-01-02T11:51:20Z
1755,1525,1970-01-02T11:51:20Z
1550,1761,1970-01-02T11:51:20Z
1676,1439,1970-01-02T11:51:20Z
1587,1883,1970-01-02T11:51:20Z
1816,1823,1970-01-02T11:51:20Z
1598,1711,1970-01-02T11:51:20Z
1657,1769,1970-01-02T11:51:20Z
1551,1269,1970-01-02T11:51:40Z
1579,1592,1970-01-02T11:51:40Z
1592,1649,1970-01-02T11:51:40Z
1592,1772,1970-01-02T11:51:40Z
1592,1717,1970-01-02T11:51:40Z
1626,1688,1970-01-02T11:51:40Z
1645,1458,1970-01-02T11:51:40Z
1648,1798,1970-01-02T11:51:40Z
1664,1684,1970-01-02T11:51:40Z
1698,1455,1970-01-02T11:51:40Z
1703,1892,1970-01-02T11:51:40Z
1819,1913,1970-01-02T11:51:40Z
1877,1908,1970-01-02T11:51:40Z
1884,1499,1970-01-02T11:51:40Z
1920,1453,1970-01-02T11:51:40Z
1543,1831,1970-01-02T11:51:40Z
1543,1630,1970-01-02T11:51:40Z
1630,1831,1970-01-02T11:51:40Z
1673,1676,1970-01-02T11:51:40Z
1673,1439,1970-01-02T11:51:40Z
1755,1890,1970-01-02T11:51:40Z
1890,1525,1970-01-02T11:51:40Z
1643,1704,1970-01-02T11:51:40Z
1825,1874,1970-01-02T11:51:40Z
1850,1868,1970-01-02T11:51:40Z
1448,1451,1970-01-02T11:51:40Z
1572,1871,1970-01-02T11:51:40Z
1669,1754,1970-01-02T11:51:40Z
1603,1761,1970-01-02T11:51:40Z
1798,1885,1970-01-02T11:51:40Z
1755,1525,1970-01-02T11:51:40Z
1550,1761,1970-01-02T11:51:40Z
1711,1479,1970-01-02T11:51:40Z
1676,1439,1970-01-02T11:51:40Z
1587,1883,1970-01-02T11:51:40Z
1816,1823,1970-01-02T11:51:40Z
1550,1603,1970-01-02T11:51:40Z
1598,1711,1970-01-02T11:51:40Z
1657,1769,1970-01-02T11:51:40Z
1543,1673,1970-01-02T11:52:00Z
1543,1831,1970-01-02T11:52:00Z
1543,1676,1970-01-02T11:52:00Z
1543,1630,1970-01-02T11:52:00Z
1543,1439,1970-01-02T11:52:00Z
1546,1768,1970-01-02T11:52:00Z
1582,1667,1970-01-02T11:52:00Z
1595,1654,1970-01-02T11:52:00Z
1617,1857,1970-01-02T11:52:00Z
1626,1461,1970-01-02T11:52:00Z
1630,1831,1970-01-02T11:52:00Z
1630,1439,1970-01-02T11:52:00Z
1630,1676,1970-01-02T11:52:00Z
1654,1769,1970-01-02T11:52:00Z
1654,1657,1970-01-02T11:52:00Z
1670,1479,1970-01-02T11:52:00Z
1673,1676,1970-01-02T11:52:00Z
1673,1439,1970-01-02T11:52:00Z
1755,1890,1970-01-02T11:52:00Z
1806,1490,1970-01-02T11:52:00Z
1857,1441,1970-01-02T11:52:00Z
1890,1525,1970-01-02T11:52:00Z
1913,1499,1970-01-02T11:52:00Z
1556,1921,1970-01-02T11:52:00Z
1643,1704,1970-01-02T11:52:00Z
1735,1465,1970-01-02T11:52:00Z
1825,1874,1970-01-02T11:52:00Z
1850,1868,1970-01-02T11:52:00Z
1448,1451,1970-01-02T11:52:00Z
1572,1871,1970-01-02T11:52:00Z
1617,1441,1970-01-02T11:52:00Z
1669,1754,1970-01-02T11:52:00Z
1727,1845,1970-01-02T11:52:00Z
1603,1761,1970-01-02T11:52:00Z
1798,1885,1970-01-02T11:52:00Z
1755,1525,1970-01-02T11:52:00Z
1550,1761,1970-01-02T11:52:00Z
1568,1659,1970-01-02T11:52:00Z
1711,1479,1970-01-02T11:52:00Z
1676,1439,1970-01-02T11:52:00Z
1587,1883,1970-01-02T11:52:00Z
1816,1823,1970-01-02T11:52:00Z
1550,1603,1970-01-02T11:52:00Z
1598,1711,1970-01-02T11:52:00Z
1657,1769,1970-01-02T11:52:00Z
1546,1921,1970-01-02T11:52:20Z
1554,1427,1970-01-02T11:52:20Z
1556,1921,1970-01-02T11:52:20Z
1563,1717,1970-01-02T11:52:20Z
1574,1490,1970-01-02T11:52:20Z
1574,1703,1970-01-02T11:52:20Z
1590,1923,1970-01-02T11:52:20Z
1598,1479,1970-01-02T11:52:20Z
1643,1704,1970-01-02T11:52:20Z
1649,1772,1970-01-02T11:52:20Z
1671,1767,1970-01-02T11:52:20Z
1673,1448,1970-01-02T11:52:20Z
1676,1831,1970-01-02T11:52:20Z
1721,1816,1970-01-02T11:52:20Z
1735,1465,1970-01-02T11:52:20Z
1796,1816,1970-01-02T11:52:20Z
1825,1874,1970-01-02T11:52:20Z
1850,1520,1970-01-02T11:52:20Z
1850,1868,1970-01-02T11:52:20Z
1868,1520,1970-01-02T11:52:20Z
1904,1479,1970-01-02T11:52:20Z
1448,1451,1970-01-02T11:52:20Z
1449,1521,1970-01-02T11:52:20Z
1572,1871,1970-01-02T11:52:20Z
1617,1441,1970-01-02T11:52:20Z
1669,1754,1970-01-02T11:52:20Z
1727,1845,1970-01-02T11:52:20Z
1551,1269,1970-01-02T11:52:20Z
1603,1761,1970-01-02T11:52:20Z
1798,1885,1970-01-02T11:52:20Z
1755,1525,1970-01-02T11:52:20Z
1550,1761,1970-01-02T11:52:20Z
1568,1659,1970-01-02T11:52:20Z
1711,1479,1970-01-02T11:52:20Z
1825,1913,1970-01-02T11:52:20Z
1676,1439,1970-01-02T11:52:20Z
1587,1883,1970-01-02T11:52:20Z
1816,1823,1970-01-02T11:52:20Z
1550,1603,1970-01-02T11:52:20Z
1598,1711,1970-01-02T11:52:20Z
1870,1441,1970-01-02T11:52:20Z
1657,1769,1970-01-02T11:52:20Z
1552,1453,1970-01-02T11:52:40Z
1570,1698,1970-01-02T11:52:40Z
1572,1871,1970-01-02T11:52:40Z
1617,1441,1970-01-02T11:52:40Z
1630,1437,1970-01-02T11:52:40Z
1642,1492,1970-01-02T11:52:40Z
1645,1458,1970-01-02T11:52:40Z
1669,1754,1970-01-02T11:52:40Z
1671,1754,1970-01-02T11:52:40Z
1684,1490,1970-01-02T11:52:40Z
1727,1845,1970-01-02T11:52:40Z
1755,1890,1970-01-02T11:52:40Z
1756,1458,1970-01-02T11:52:40Z
1847,1521,1970-01-02T11:52:40Z
1884,1499,1970-01-02T11:52:40Z
1890,1525,1970-01-02T11:52:40Z
1551,1269,1970-01-02T11:52:40Z
1603,1761,1970-01-02T11:52:40Z
1645,1756,1970-01-02T11:52:40Z
1792,1798,1970-01-02T11:52:40Z
1798,1885,1970-01-02T11:52:40Z
1543,1439,1970-01-02T11:52:40Z
1755,1525,1970-01-02T11:52:40Z
1550,1761,1970-01-02T11:52:40Z
1568,1659,1970-01-02T11:52:40Z
1711,1479,1970-01-02T11:52:40Z
1825,1913,1970-01-02T11:52:40Z
1676,1439,1970-01-02T11:52:40Z
1587,1883,1970-01-02T11:52:40Z
1816,1823,1970-01-02T11:52:40Z
1550,1603,1970-01-02T11:52:40Z
1563,1578,1970-01-02T11:52:40Z
1598,1711,1970-01-02T11:52:40Z
1870,1441,1970-01-02T11:52:40Z
1657,1769,1970-01-02T11:52:40Z
1539,1570,1970-01-02T11:53:00Z
1551,1269,1970-01-02T11:53:00Z
1603,1761,1970-01-02T11:53:00Z
1603,1490,1970-01-02T11:53:00Z
1645,1756,1970-01-02T11:53:00Z
1647,1471,1970-01-02T11:53:00Z
1698,1471,1970-01-02T11:53:00Z
1706,1451,1970-01-02T11:53:00Z
1792,1798,1970-01-02T11:53:00Z
1798,1885,1970-01-02T11:53:00Z
1868,1487,1970-01-02T11:53:00Z
1543,1439,1970-01-02T11:53:00Z
1543,1831,1970-01-02T11:53:00Z
1643,1704,1970-01-02T11:53:00Z
1676,1831,1970-01-02T11:53:00Z
1543,1676,1970-01-02T11:53:00Z
1658,1427,1970-01-02T11:53:00Z
1755,1525,1970-01-02T11:53:00Z
1550,1761,1970-01-02T11:53:00Z
1568,1659,1970-01-02T11:53:00Z
1711,1479,1970-01-02T11:53:00Z
1825,1913,1970-01-02T11:53:00Z
1676,1439,1970-01-02T11:53:00Z
1587,1883,1970-01-02T11:53:00Z
1816,1823,1970-01-02T11:53:00Z
1598,1479,1970-01-02T11:53:00Z
1550,1603,1970-01-02T11:53:00Z
1563,1578,1970-01-02T11:53:00Z
1598,1711,1970-01-02T11:53:00Z
1870,1441,1970-01-02T11:53:00Z
1657,1769,1970-01-02T11:53:00Z
1543,1439,1970-01-02T11:53:20Z
1543,1831,1970-01-02T11:53:20Z
1574,1767,1970-01-02T11:53:20Z
1643,1704,1970-01-02T11:53:20Z
1643,1920,1970-01-02T11:53:20Z
1680,1840,1970-01-02T11:53:20Z
1680,1466,1970-01-02T11:53:20Z
1721,1816,1970-01-02T11:53:20Z
1756,1904,1970-01-02T11:53:20Z
1761,1493,1970-01-02T11:53:20Z
1769,1898,1970-01-02T11:53:20Z
1796,1816,1970-01-02T11:53:20Z
1806,1519,1970-01-02T11:53:20Z
1913,1519,1970-01-02T11:53:20Z
1676,1831,1970-01-02T11:53:20Z
1696,1798,1970-01-02T11:53:20Z
1543,1676,1970-01-02T11:53:20Z
1550,1630,1970-01-02T11:53:20Z
1658,1427,1970-01-02T11:53:20Z
1755,1525,1970-01-02T11:53:20Z
1783,1528,1970-01-02T11:53:20Z
1550,1761,1970-01-02T11:53:20Z
1568,1659,1970-01-02T11:53:20Z
1711,1479,1970-01-02T11:53:20Z
1825,1913,1970-01-02T11:53:20Z
1676,1439,1970-01-02T11:53:20Z
1587,1883,1970-01-02T11:53:20Z
1816,1823,1970-01-02T11:53:20Z
1598,1479,1970-01-02T11:53:20Z
1550,1603,1970-01-02T11:53:20Z
1563,1578,1970-01-02T11:53:20Z
1598,1711,1970-01-02T11:53:20Z
1870,1441,1970-01-02T11:53:20Z
1657,1769,1970-01-02T11:53:20Z
1556,1921,1970-01-02T11:53:40Z
1643,1731,1970-01-02T11:53:40Z
1667,1786,1970-01-02T11:53:40Z
1669,1680,1970-01-02T11:53:40Z
1676,1831,1970-01-02T11:53:40Z
1685,1492,1970-01-02T11:53:40Z
1696,1798,1970-01-02T11:53:40Z
1703,1892,1970-01-02T11:53:40Z
1772,1806,1970-01-02T11:53:40Z
1806,1825,1970-01-02T11:53:40Z
1825,1519,1970-01-02T11:53:40Z
1890,1525,1970-01-02T11:53:40Z
1543,1676,1970-01-02T11:53:40Z
1550,1630,1970-01-02T11:53:40Z
1603,1630,1970-01-02T11:53:40Z
1658,1427,1970-01-02T11:53:40Z
1755,1525,1970-01-02T11:53:40Z
1783,1528,1970-01-02T11:53:40Z
1550,1761,1970-01-02T11:53:40Z
1568,1659,1970-01-02T11:53:40Z
1603,1761,1970-01-02T11:53:40Z
1711,1479,1970-01-02T11:53:40Z
1825,1913,1970-01-02T11:53:40Z
1563,1717,1970-01-02T11:53:40Z
1792,1798,1970-01-02T11:53:40Z
1676,1439,1970-01-02T11:53:40Z
1587,1883,1970-01-02T11:53:40Z
1598,1670,1970-01-02T11:53:40Z
1816,1823,1970-01-02T11:53:40Z
1598,1479,1970-01-02T11:53:40Z
1550,1603,1970-01-02T11:53:40Z
1563,1578,1970-01-02T11:53:40Z
1598,1711,1970-01-02T11:53:40Z
1735,1465,1970-01-02T11:53:40Z
1645,1756,1970-01-02T11:53:40Z
1870,1441,1970-01-02T11:53:40Z
1657,1769,1970-01-02T11:53:40Z
1543,1676,1970-01-02T11:54:00Z
1550,1630,1970-01-02T11:54:00Z
1551,1437,1970-01-02T11:54:00Z
1551,1269,1970-01-02T11:54:00Z
1563,1904,1970-01-02T11:54:00Z
1592,1643,1970-01-02T11:54:00Z
1603,1630,1970-01-02T11:54:00Z
1630,1761,1970-01-02T11:54:00Z
1643,1704,1970-01-02T11:54:00Z
1658,1427,1970-01-02T11:54:00Z
1678,1772,1970-01-02T11:54:00Z
1678,1919,1970-01-02T11:54:00Z
1684,1703,1970-01-02T11:54:00Z
1698,1790,1970-01-02T11:54:00Z
1755,1525,1970-01-02T11:54:00Z
1269,1437,1970-01-02T11:54:00Z
1783,1528,1970-01-02T11:54:00Z
1813,1880,1970-01-02T11:54:00Z
1543,1451,1970-01-02T11:54:00Z
1550,1761,1970-01-02T11:54:00Z
1568,1659,1970-01-02T11:54:00Z
1603,1761,1970-01-02T11:54:00Z
1711,1479,1970-01-02T11:54:00Z
1772,1919,1970-01-02T11:54:00Z
1819,1825,1970-01-02T11:54:00Z
1819,1913,1970-01-02T11:54:00Z
1825,1913,1970-01-02T11:54:00Z
1543,1439,1970-01-02T11:54:00Z
1563,1717,1970-01-02T11:54:00Z
1792,1798,1970-01-02T11:54:00Z
1816,1881,1970-01-02T11:54:00Z
1676,1439,1970-01-02T11:54:00Z
1587,1883,1970-01-02T11:54:00Z
1598,1670,1970-01-02T11:54:00Z
1816,1823,1970-01-02T11:54:00Z
1755,1890,1970-01-02T11:54:00Z
1598,1479,1970-01-02T11:54:00Z
1550,1603,1970-01-02T11:54:00Z
1563,1578,1970-01-02T11:54:00Z
1598,1711,1970-01-02T11:54:00Z
1735,1465,1970-01-02T11:54:00Z
1645,1756,1970-01-02T11:54:00Z
1870,1441,1970-01-02T11:54:00Z
1657,1769,1970-01-02T11:54:00Z
1543,1451,1970-01-02T11:54:20Z
1550,1761,1970-01-02T11:54:20Z
1554,1880,1970-01-02T11:54:20Z
1563,1455,1970-01-02T11:54:20Z
1568,1659,1970-01-02T11:54:20Z
1590,1678,1970-01-02T11:54:20Z
1603,1761,1970-01-02T11:54:20Z
1642,1492,1970-01-02T11:54:20Z
1664,1898,1970-01-02T11:54:20Z
1671,1839,1970-01-02T11:54:20Z
1698,1761,1970-01-02T11:54:20Z
1711,1479,1970-01-02T11:54:20Z
1772,1919,1970-01-02T11:54:20Z
1819,1825,1970-01-02T11:54:20Z
1819,1913,1970-01-02T11:54:20Z
1825,1913,1970-01-02T11:54:20Z
1898,1923,1970-01-02T11:54:20Z
1924,1478,1970-01-02T11:54:20Z
1543,1439,1970-01-02T11:54:20Z
1563,1717,1970-01-02T11:54:20Z
1678,1761,1970-01-02T11:54:20Z
1792,1798,1970-01-02T11:54:20Z
1816,1881,1970-01-02T11:54:20Z
1884,1890,1970-01-02T11:54:20Z
1676,1439,1970-01-02T11:54:20Z
1587,1883,1970-01-02T11:54:20Z
1598,1670,1970-01-02T11:54:20Z
1816,1823,1970-01-02T11:54:20Z
1755,1890,1970-01-02T11:54:20Z
1598,1479,1970-01-02T11:54:20Z
1550,1603,1970-01-02T11:54:20Z
1563,1578,1970-01-02T11:54:20Z
1598,1711,1970-01-02T11:54:20Z
1735,1465,1970-01-02T11:54:20Z
1645,1756,1970-01-02T11:54:20Z
1870,1441,1970-01-02T11:54:20Z
1657,1769,1970-01-02T11:54:20Z
1543,1439,1970-01-02T11:54:40Z
